json_file,story_id,ner_tagging,number_of_ner_tags,cleaned_ner,cleaned_ner_count
03_answer.json,1,"{'PER': ['Elaine Ain', 'Elaine Ainsworth', 'Elaine'], 'ORG': ['Science', 'Progressive Party', 'Progressive', 'Party'], 'LOC': ['Maplewood']}",8,"{'PER': ['Elaine Ain', 'Elaine Ainsworth', 'Elaine'], 'ORG': ['Science', 'Progressive Party', 'Progressive', 'Party'], 'LOC': ['Maplewood']}",8
03_answer.json,2,"{'PER': ['Alistair More', 'Alistair'], 'ORG': ['Progressive Horizon Party'], 'LOC': ['Veri', 'Veridia', 'Bellmere']}",9,"{'PER': ['Alistair More', 'Alistair'], 'ORG': ['Progressive Horizon Party'], 'LOC': ['Veri', 'Veridia', 'Bellmere']}",6
03_answer.json,3,"{'PER': ['Alexander Ourano', 'Alexander'], 'LOC': ['Palladia']}",6,"{'PER': ['Alexander Ourano', 'Alexander'], 'LOC': ['Palladia']}",3
03_answer.json,4,"{'PER': ['Marcus Al', 'Marcus Alden', 'Marcus'], 'ORG': ['University of Greenfield', 'House of Representatives', 'Power', 'House', 'Representatives'], 'LOC': ['Lufborough']}",10,"{'PER': ['Marcus Al', 'Marcus Alden', 'Marcus'], 'ORG': ['University of Greenfield', 'House of Representatives', 'Power', 'House', 'Representatives'], 'LOC': ['Lufborough']}",9
03_answer.json,5,"{'PER': ['Marcus Velasque', 'Marcus', 'Marcus V'], 'ORG': ['Arcadia University', 'New Arcadia City Council', ""People ' s""], 'LOC': ['New Arcadia']}",10,"{'PER': ['Marcus Velasque', 'Marcus', 'Marcus V'], 'ORG': ['Arcadia University', 'New Arcadia City Council', ""People ' s""], 'LOC': ['New Arcadia']}",7
03_answer.json,6,"{'PER': ['Alex Mercer', 'Alex', 'Green'], 'ORG': ['Youth Progress Party', 'YPP', 'Verida', ""People ' s Can"", 'National Assembly'], 'LOC': ['Verida', 'Riverton']}",14,"{'PER': ['Alex Mercer', 'Alex', 'Green'], 'ORG': ['Youth Progress Party', 'YPP', 'Verida', ""People ' s Can"", 'National Assembly'], 'LOC': ['Verida', 'Riverton']}",10
03_answer.json,7,"{'PER': ['Jonathan Carlisle', 'Jonathan', 'Anders'], 'ORG': ['Capitol University', ""People ' s Visionary Front"", 'Carlisle', 'International'], 'LOC': ['Ironville', 'Northeastern']}",14,"{'PER': ['Jonathan Carlisle', 'Jonathan', 'Anders'], 'ORG': ['Capitol University', ""People ' s Visionary Front"", 'Carlisle', 'International'], 'LOC': ['Ironville', 'Northeastern']}",9
03_answer.json,8,"{'PER': ['Marcus Leland', 'Marcus'], 'ORG': ['University of Eastbridge', 'National', 'House'], 'LOC': ['Gainsborough', 'Atlantic Ocean']}",10,"{'PER': ['Marcus Leland', 'Marcus'], 'ORG': ['University of Eastbridge', 'National', 'House'], 'LOC': ['Gainsborough', 'Atlantic Ocean']}",7
03_answer.json,9,"{'PER': ['Marcus Thorne', 'Marcus', 'Judith Blaine'], 'ORG': ['Congress']}",6,"{'PER': ['Marcus Thorne', 'Marcus', 'Judith Blaine'], 'ORG': ['Congress']}",4
03_answer.json,10,"{'PER': ['Victor Harg', 'Victor Hargrove', 'Harg'], 'ORG': ['Westbridge University'], 'LOC': ['Westbridge']}",6,"{'PER': ['Victor Harg', 'Victor Hargrove', 'Harg'], 'ORG': ['Westbridge University'], 'LOC': ['Westbridge']}",5
06_answer.json,1,"{'PER': ['Rebecca Greenfield', 'Greenfield', 'Jake'], 'ORG': ['Public Fund', 'Ashford Tribune', 'GreenTech Initiative', 'Green Solutions LLC', 'Council', 'Rodriguez', 'Smith', 'Verity', 'Audi', 'Green Solutions', 'Ash'], 'LOC': ['Ashford']}",19,"{'PER': ['Rebecca Greenfield', 'Greenfield', 'Jake'], 'ORG': ['Public Fund', 'Ashford Tribune', 'GreenTech Initiative', 'Green Solutions LLC', 'Council', 'Rodriguez', 'Smith', 'Verity', 'Audi', 'Green Solutions', 'Ash'], 'LOC': ['Ashford']}",15
06_answer.json,2,"{'PER': ['Eleanor Bryce', 'Bryce', 'Harper'], 'ORG': ['Blue River Revitalization Project', ""State Comptroller ' s Office"", 'Blue River Rev', 'Shell Companies', 'Witness'], 'LOC': ['Riverton']}",11,"{'PER': ['Eleanor Bryce', 'Bryce', 'Harper'], 'ORG': ['Blue River Revitalization Project', ""State Comptroller ' s Office"", 'Blue River Rev', 'Shell Companies', 'Witness'], 'LOC': ['Riverton']}",9
06_answer.json,3,"{'PER': ['Alicia Hartford', 'Hartford', 'Mateo Lin'], 'ORG': ['Department of Urban Development', 'Project HomeLift', 'Lux', 'Veridonia Accountability Bureau', 'VAB'], 'LOC': ['Veridonia', 'Hartford']}",17,"{'PER': ['Alicia Hartford', 'Hartford', 'Mateo Lin'], 'ORG': ['Department of Urban Development', 'Project HomeLift', 'Lux', 'Veridonia Accountability Bureau', 'VAB'], 'LOC': ['Veridonia', 'Hartford']}",10
06_answer.json,4,"{'PER': ['Emily Warrington', 'Warrington', 'James Holloway', 'Audrey Lane', 'Liam Reynolds', 'Audrey', 'Lane', 'Holloway', 'Liam', 'Reynolds'], 'ORG': ['National Progressive Party', 'Greenfields Department of Justice', 'Greenfields Gazette', 'Wet'], 'LOC': ['Greenfields']}",19,"{'PER': ['Emily Warrington', 'Warrington', 'James Holloway', 'Audrey Lane', 'Liam Reynolds', 'Audrey', 'Lane', 'Holloway', 'Liam', 'Reynolds'], 'ORG': ['National Progressive Party', 'Greenfields Department of Justice', 'Greenfields Gazette', 'Wet'], 'LOC': ['Greenfields']}",15
06_answer.json,5,"{'PER': ['Alexander Reed', 'Reed', 'Maria'], 'ORG': ['National Party', 'Citizen', 'Metropolitan Bureau of Public Accountability', 'MBPA'], 'LOC': ['Metropolis Heights', 'Green Haven']}",14,"{'PER': ['Alexander Reed', 'Reed', 'Maria'], 'ORG': ['National Party', 'Citizen', 'Metropolitan Bureau of Public Accountability', 'MBPA'], 'LOC': ['Metropolis Heights', 'Green Haven']}",9
06_answer.json,6,"{'PER': ['Sarah Mills', 'Arthur Blackwell', 'Blackwell', 'Mayor', 'Mills'], 'ORG': ['Department of Public Accountability', 'and Sur'], 'LOC': ['Eastville', 'City Hall']}",13,"{'PER': ['Sarah Mills', 'Arthur Blackwell', 'Blackwell', 'Mayor', 'Mills'], 'ORG': ['Department of Public Accountability', 'and Sur'], 'LOC': ['Eastville', 'City Hall']}",9
06_answer.json,7,"{'PER': ['Richard Hargrove', 'Sarah Whitmore', 'Greenleaf', 'Mayor', 'Harg', 'Sarah', 'Michael T', 'Michael'], 'ORG': ['Verdant Initiative', 'Shell', 'Paper', 'Initiative'], 'LOC': ['Elmsworth']}",15,"{'PER': ['Richard Hargrove', 'Sarah Whitmore', 'Greenleaf', 'Mayor', 'Harg', 'Sarah', 'Michael T', 'Michael'], 'ORG': ['Verdant Initiative', 'Shell', 'Paper', 'Initiative'], 'LOC': ['Elmsworth']}",13
06_answer.json,8,"{'PER': ['Jane Thompson', 'Thompson', 'Alex Rivera', 'Rivera'], 'ORG': ['Progressive Party', 'Capitol Times', 'Justice'], 'LOC': ['New Capitol']}",11,"{'PER': ['Jane Thompson', 'Thompson', 'Alex Rivera', 'Rivera'], 'ORG': ['Progressive Party', 'Capitol Times', 'Justice'], 'LOC': ['New Capitol']}",8
06_answer.json,9,"{'PER': ['Jonathan Prescott', 'Prescott', 'Elena Morales', 'Morales', 'Paul Easton', 'Easton'], 'ORG': ['Evergreen', 'Evergreen Accountability Committee', 'EAC'], 'LOC': ['Evergreen', 'Silver', 'Silver Lake Nature Reserve', 'Silver Lake']}",16,"{'PER': ['Jonathan Prescott', 'Prescott', 'Elena Morales', 'Morales', 'Paul Easton', 'Easton'], 'ORG': ['Evergreen', 'Evergreen Accountability Committee', 'EAC'], 'LOC': ['Evergreen', 'Silver', 'Silver Lake Nature Reserve', 'Silver Lake']}",13
06_answer.json,10,"{'PER': ['Evelyn Grant', 'Mayor', 'Grant', 'John Ramirez', 'Ramirez'], 'ORG': ['Ethics Commission', 'Project Solaris', 'Phantom Contract', 'Audi', 'Grant', 'Rene', 'Energy Department'], 'LOC': ['Miraville']}",18,"{'PER': ['Evelyn Grant', 'Mayor', 'Grant', 'John Ramirez', 'Ramirez'], 'ORG': ['Ethics Commission', 'Project Solaris', 'Phantom Contract', 'Audi', 'Grant', 'Rene', 'Energy Department'], 'LOC': ['Miraville']}",13
13_answer.json,1,"{'PER': ['Clara Rivers', 'Rivers', 'James', 'Elena', 'Mark'], 'ORG': ['TitanCorp', 'Titan', 'Connell'], 'LOC': ['Verdant Valley']}",13,"{'PER': ['Clara Rivers', 'Rivers', 'James', 'Elena', 'Mark'], 'ORG': ['TitanCorp', 'Titan', 'Connell'], 'LOC': ['Verdant Valley']}",9
13_answer.json,2,"{'PER': ['Alice Green', 'Alice', 'Richard Sterling'], 'ORG': ['TerraGlobal Corp', 'Green River Guardians', 'GRG', 'Front', 'TerraGlobal', 'Point', 'Midway', 'Terra', 'Green', 'Guardians'], 'LOC': ['Green River Valley']}",15,"{'PER': ['Alice Green', 'Alice', 'Richard Sterling'], 'ORG': ['TerraGlobal Corp', 'Green River Guardians', 'GRG', 'Front', 'TerraGlobal', 'Point', 'Midway', 'Terra', 'Green', 'Guardians'], 'LOC': ['Green River Valley']}",14
13_answer.json,3,"{'PER': ['Ava Thompson', 'Martin Rook', 'Martin', 'Elena Morris'], 'ORG': ['Guardians of Green Valley', 'Global Horizons Corp', 'Global Horizons', 'Guardians', 'District Court of Green Valley', 'Green', 'Global', 'Horizon'], 'LOC': ['Green Valley']}",15,"{'PER': ['Ava Thompson', 'Martin Rook', 'Martin', 'Elena Morris'], 'ORG': ['Guardians of Green Valley', 'Global Horizons Corp', 'Global Horizons', 'Guardians', 'District Court of Green Valley', 'Green', 'Global', 'Horizon'], 'LOC': ['Green Valley']}",13
13_answer.json,4,"{'PER': ['Claire Hastings', 'Robert Langston'], 'ORG': ['TitanCorp Industries', 'TitanCorp', 'Guardians of the Verde', 'Titan'], 'LOC': ['Pacific Northwest', 'Evergreen Valley', 'Verde River', 'Evergreen', 'Main Street']}",14,"{'PER': ['Claire Hastings', 'Robert Langston'], 'ORG': ['TitanCorp Industries', 'TitanCorp', 'Guardians of the Verde', 'Titan'], 'LOC': ['Pacific Northwest', 'Evergreen Valley', 'Verde River', 'Evergreen', 'Main Street']}",11
13_answer.json,5,"{'PER': ['Emily Harper'], 'ORG': ['Agrimax Corporation', 'Green Earth Alliance', 'Pacific Fisher', 'Environmental'], 'LOC': ['Northern California', 'Redwood Valley']}",19,"{'PER': ['Emily Harper'], 'ORG': ['Agrimax Corporation', 'Green Earth Alliance', 'Pacific Fisher', 'Environmental'], 'LOC': ['Northern California', 'Redwood Valley']}",7
13_answer.json,6,"{'PER': ['Sophie Lin', 'Marcus Drake'], 'ORG': ['OmegaCorp', 'Evergreen Alliance', 'Alliance', 'Omega'], 'LOC': ['Glassford County Courthouse', 'Evergreen Valley']}",8,"{'PER': ['Sophie Lin', 'Marcus Drake'], 'ORG': ['OmegaCorp', 'Evergreen Alliance', 'Alliance', 'Omega'], 'LOC': ['Glassford County Courthouse', 'Evergreen Valley']}",8
13_answer.json,7,"{'PER': ['Eli', 'Marcus Vexler'], 'ORG': ['Green Guardians', 'TerraCorp', 'Verdantia', 'Terra', 'Eli', 'Moreno', 'TerraC', 'Charles', 'Harding'], 'LOC': ['Verdanti', 'Verdantia']}",17,"{'PER': ['Eli', 'Marcus Vexler'], 'ORG': ['Green Guardians', 'TerraCorp', 'Verdantia', 'Terra', 'Eli', 'Moreno', 'TerraC', 'Charles', 'Harding'], 'LOC': ['Verdanti', 'Verdantia']}",13
13_answer.json,8,"{'PER': ['Alice Waters', 'David', 'Waters', 'Henry'], 'ORG': ['Green Earth Coalition', 'GlobalChem Industries', 'GEC', 'GlobalChem', 'Goliath', 'Alice', 'Clear', 'Global', 'Industries', 'Blacks'], 'LOC': ['Clearwater', 'Courtroom']}",17,"{'PER': ['Alice Waters', 'David', 'Waters', 'Henry'], 'ORG': ['Green Earth Coalition', 'GlobalChem Industries', 'GEC', 'GlobalChem', 'Goliath', 'Alice', 'Clear', 'Global', 'Industries', 'Blacks'], 'LOC': ['Clearwater', 'Courtroom']}",16
13_answer.json,9,"{'PER': ['Ava Reynolds', 'Marcus Thorne'], 'ORG': ['The', 'Green Horizon', 'TerraGlobe Industries', 'The Green Horizon', 'TerraGlobe', 'Neoville', 'Ava', 'Terra', 'Marcus'], 'LOC': ['Neo', 'Clearwater Village']}",14,"{'PER': ['Ava Reynolds', 'Marcus Thorne'], 'ORG': ['The', 'Green Horizon', 'TerraGlobe Industries', 'The Green Horizon', 'TerraGlobe', 'Neoville', 'Ava', 'Terra', 'Marcus'], 'LOC': ['Neo', 'Clearwater Village']}",13
13_answer.json,10,"{'PER': ['Alex', 'David', 'Evelyn'], 'ORG': ['Earth Guardians', 'NaturoChem Corp', 'NaturoChem', 'Alex', 'Earth', 'Guardians', 'Nat', 'Beaumont'], 'LOC': ['Pacific Northwest', 'Evergreen Valley', 'Everwood Forest', 'North America']}",16,"{'PER': ['Alex', 'David', 'Evelyn'], 'ORG': ['Earth Guardians', 'NaturoChem Corp', 'NaturoChem', 'Alex', 'Earth', 'Guardians', 'Nat', 'Beaumont'], 'LOC': ['Pacific Northwest', 'Evergreen Valley', 'Everwood Forest', 'North America']}",15
21_answer.json,1,"{'PER': ['Luke Thompson', 'Marcus Greenwood', ""James O ' Connor"", 'Danny Foster', 'Damien Cole', 'Cole', 'Connor'], 'ORG': ['Rampton Rovers', 'Eastfield Eagles', 'Rampton', 'East', 'Eagles', 'Rovers', 'Ram'], 'LOC': ['Rampton', 'Rampton Stadium', 'East']}",19,"{'PER': ['Luke Thompson', 'Marcus Greenwood', ""James O ' Connor"", 'Danny Foster', 'Damien Cole', 'Cole', 'Connor'], 'ORG': ['Rampton Rovers', 'Eastfield Eagles', 'Rampton', 'East', 'Eagles', 'Rovers', 'Ram'], 'LOC': ['Rampton', 'Rampton Stadium', 'East']}",17
21_answer.json,2,"{'PER': ['Jamie Thompson', 'Marco Silva', ""Liam O ' Connor"", 'Carlos Mendes'], 'ORG': ['Rivergate FC', 'Cresthill United', 'Rivergate', 'Cresthill'], 'LOC': ['Rivergate']}",16,"{'PER': ['Jamie Thompson', 'Marco Silva', ""Liam O ' Connor"", 'Carlos Mendes'], 'ORG': ['Rivergate FC', 'Cresthill United', 'Rivergate', 'Cresthill'], 'LOC': ['Rivergate']}",9
21_answer.json,3,"{'PER': ['Mark', 'Reynolds'], 'ORG': ['Riverton Tigers', 'Lakeside Hawks', 'Tigers', 'Hawks', 'River'], 'LOC': ['Riverton Stadium', 'Riverton City']}",9,"{'PER': ['Mark', 'Reynolds'], 'ORG': ['Riverton Tigers', 'Lakeside Hawks', 'Tigers', 'Hawks', 'River'], 'LOC': ['Riverton Stadium', 'Riverton City']}",9
21_answer.json,4,"{'PER': ['Alex Reed', 'Marco Silva', 'Jamie Thompson'], 'ORG': ['East Harbor FC', 'Crestwood United', 'East Harbor', 'Crestwood', 'Harbor'], 'LOC': ['United Kingdom', 'East']}",19,"{'PER': ['Alex Reed', 'Marco Silva', 'Jamie Thompson'], 'ORG': ['East Harbor FC', 'Crestwood United', 'East Harbor', 'Crestwood', 'Harbor'], 'LOC': ['United Kingdom', 'East']}",10
21_answer.json,5,"{'PER': ['Jordan L', 'Michaels', 'Jake Thompson', 'Sami', 'Ethan Clarke', 'Marcus Bailey'], 'ORG': ['Redfield Rovers', 'Rovers', 'United', 'Redfield']}",16,"{'PER': ['Jordan L', 'Michaels', 'Jake Thompson', 'Sami', 'Ethan Clarke', 'Marcus Bailey'], 'ORG': ['Redfield Rovers', 'Rovers', 'United', 'Redfield']}",10
21_answer.json,6,"{'PER': ['Liam Parks', 'Samuel Thorpe'], 'ORG': ['City FC', 'United Town', 'Fans and Authorities'], 'LOC': ['Downtown Derby', 'Downtown Stadium', 'Metropolis City', 'Derby']}",10,"{'PER': ['Liam Parks', 'Samuel Thorpe'], 'ORG': ['City FC', 'United Town', 'Fans and Authorities'], 'LOC': ['Downtown Derby', 'Downtown Stadium', 'Metropolis City', 'Derby']}",9
21_answer.json,7,"{'PER': ['Jake Thompson', 'Lucas Grant', 'Simon Harris', 'Maria Lopez', 'Ethan', 'Carter', 'Mark', 'Stevens'], 'ORG': ['Hawks', 'Panthers', 'Northville Hawks', 'Eastside Panthers'], 'LOC': ['City Stadium']}",14,"{'PER': ['Jake Thompson', 'Lucas Grant', 'Simon Harris', 'Maria Lopez', 'Ethan', 'Carter', 'Mark', 'Stevens'], 'ORG': ['Hawks', 'Panthers', 'Northville Hawks', 'Eastside Panthers'], 'LOC': ['City Stadium']}",13
21_answer.json,8,"{'PER': ['Alex Thompson', 'Marcus Hines', 'Tom Richards', 'Liam Carter', 'Aaron', 'Kyle'], 'ORG': ['Eastfield United', 'Westwood Warriors', 'Eastfield', 'Westwood', 'East'], 'LOC': ['Harlington Stadium', 'Eastfield']}",16,"{'PER': ['Alex Thompson', 'Marcus Hines', 'Tom Richards', 'Liam Carter', 'Aaron', 'Kyle'], 'ORG': ['Eastfield United', 'Westwood Warriors', 'Eastfield', 'Westwood', 'East'], 'LOC': ['Harlington Stadium', 'Eastfield']}",13
21_answer.json,9,"{'PER': ['Jake Thompson', 'Carlos Mendoza', 'Ryan Lewis', 'Linda Harris', 'Alex Murphy', 'Mendoza', 'Harris', 'Murphy', 'David', 'Taylor'], 'ORG': ['Riverport Wolves', 'Lakeside Lions', 'Riverport', 'Wolves', 'Lions'], 'LOC': ['Riverport Stadium']}",16,"{'PER': ['Jake Thompson', 'Carlos Mendoza', 'Ryan Lewis', 'Linda Harris', 'Alex Murphy', 'Mendoza', 'Harris', 'Murphy', 'David', 'Taylor'], 'ORG': ['Riverport Wolves', 'Lakeside Lions', 'Riverport', 'Wolves', 'Lions'], 'LOC': ['Riverport Stadium']}",16
21_answer.json,10,"{'PER': ['Marco Villanu', 'Josh Omond'], 'ORG': ['Red Hawks', 'Blue Tigers'], 'LOC': ['Greenfield Stadium', 'Greenfield']}",6,"{'PER': ['Marco Villanu', 'Josh Omond'], 'ORG': ['Red Hawks', 'Blue Tigers'], 'LOC': ['Greenfield Stadium', 'Greenfield']}",6
14_answer.json,1,{'LOC': ['Elderglen']},8,{'LOC': ['Elderglen']},1
14_answer.json,2,"{'ORG': ['Unity'], 'LOC': ['Arkania']}",4,"{'ORG': ['Unity'], 'LOC': ['Arkania']}",2
14_answer.json,3,"{'ORG': ['Luminae Terra', 'Lumina', 'Ali'], 'LOC': ['Luminae Terra', 'Land of Light', 'Eistoria', 'Alindra', 'Terra']}",14,"{'ORG': ['Luminae Terra', 'Lumina', 'Ali'], 'LOC': ['Luminae Terra', 'Land of Light', 'Eistoria', 'Alindra', 'Terra']}",8
14_answer.json,4,"{'ORG': ['Imaginary Nation', 'National Unity Party'], 'LOC': ['Eldoria', 'Aldenveil']}",9,"{'ORG': ['Imaginary Nation', 'National Unity Party'], 'LOC': ['Eldoria', 'Aldenveil']}",4
14_answer.json,5,"{'ORG': ['Harmony of Horizon'], 'LOC': ['Arantia', 'Ara']}",11,"{'ORG': ['Harmony of Horizon'], 'LOC': ['Arantia', 'Ara']}",3
14_answer.json,6,"{'LOC': ['Verenthia', 'Solaria', 'Lumina']}",6,"{'LOC': ['Verenthia', 'Solaria', 'Lumina']}",3
14_answer.json,7,"{'ORG': ['Mel'], 'LOC': ['Meliora']}",4,"{'ORG': ['Mel'], 'LOC': ['Meliora']}",2
14_answer.json,8,"{'ORG': ['Unity'], 'LOC': ['Nevroria', 'Nev', 'Harmony Hall']}",14,"{'ORG': ['Unity'], 'LOC': ['Nevroria', 'Nev', 'Harmony Hall']}",4
14_answer.json,9,"{'LOC': ['Elara', 'Luminara']}",9,"{'LOC': ['Elara', 'Luminara']}",2
14_answer.json,10,"{'ORG': ['Eclipse', 'Harmony', 'Festival'], 'LOC': ['Eloria']}",5,"{'ORG': ['Eclipse', 'Harmony', 'Festival'], 'LOC': ['Eloria']}",4
08_answer.json,1,"{'PER': ['Malik Vera', 'Alistair Greening', 'Malik', 'Greening', 'Hawke'], 'ORG': ['Elandra', 'Elandra Special Command', 'ESC'], 'LOC': ['Elandra', 'Silver River', 'Arion']}",13,"{'PER': ['Malik Vera', 'Alistair Greening', 'Malik', 'Greening', 'Hawke'], 'ORG': ['Elandra', 'Elandra Special Command', 'ESC'], 'LOC': ['Elandra', 'Silver River', 'Arion']}",11
08_answer.json,2,"{'ORG': ['Echoes of Valor', 'Paramount Coalition', 'The', 'Altherian Broadcasting Network', 'Alt', 'Coalition', 'Echo'], 'LOC': ['Altheria', 'Lysoria']}",10,"{'ORG': ['Echoes of Valor', 'Paramount Coalition', 'The', 'Altherian Broadcasting Network', 'Alt', 'Coalition', 'Echo'], 'LOC': ['Altheria', 'Lysoria']}",9
08_answer.json,3,"{'PER': ['Aleksandr Markov', 'Ivan Volkov', 'Markov', 'Vol', 'Mark'], 'LOC': ['Eastern Europe', 'Eldrin']}",13,"{'PER': ['Aleksandr Markov', 'Ivan Volkov', 'Markov', 'Vol', 'Mark'], 'LOC': ['Eastern Europe', 'Eldrin']}",7
08_answer.json,4,"{'PER': ['Adrian Cortez', 'Vera'], 'LOC': ['Verdania', 'Solaria']}",12,"{'PER': ['Adrian Cortez', 'Vera'], 'LOC': ['Verdania', 'Solaria']}",4
08_answer.json,5,"{'PER': ['Alaric', 'Alari'], 'ORG': ['Silver Council', 'Royal Guard'], 'LOC': ['Eldoria', 'Highgate']}",16,"{'PER': ['Alaric', 'Alari'], 'ORG': ['Silver Council', 'Royal Guard'], 'LOC': ['Eldoria', 'Highgate']}",6
08_answer.json,6,"{'PER': ['Marcus Talen', 'Marcus'], 'ORG': ['Helio'], 'LOC': ['Helios', 'New Lyra', 'District 12']}",12,"{'PER': ['Marcus Talen', 'Marcus'], 'ORG': ['Helio'], 'LOC': ['Helios', 'New Lyra', 'District 12']}",6
08_answer.json,7,"{'PER': ['Cassian Reed', 'Reed', 'Marquette'], 'LOC': ['Elysium', 'Seraphim Mountains', 'Mirach Sea', 'Aurelian', 'Presidential Palace', 'Ely']}",13,"{'PER': ['Cassian Reed', 'Reed', 'Marquette'], 'LOC': ['Elysium', 'Seraphim Mountains', 'Mirach Sea', 'Aurelian', 'Presidential Palace', 'Ely']}",9
08_answer.json,8,"{'PER': ['Lena Asher', 'Asher', 'Marin', 'Dar', 'Holt'], 'ORG': ['Shadows Over El', 'Eldridge', 'Cerulean', 'National Assembly', 'Holt'], 'LOC': ['Eldridge', 'Forest', 'Caladore', 'Tower']}",26,"{'PER': ['Lena Asher', 'Asher', 'Marin', 'Dar', 'Holt'], 'ORG': ['Shadows Over El', 'Eldridge', 'Cerulean', 'National Assembly', 'Holt'], 'LOC': ['Eldridge', 'Forest', 'Caladore', 'Tower']}",14
08_answer.json,9,"{'PER': ['Viktor Tallen', 'Tall', 'Tallen', 'Sen'], 'ORG': ['Defense', 'Val'], 'LOC': ['Althornia', 'Verenthia']}",16,"{'PER': ['Viktor Tallen', 'Tall', 'Tallen', 'Sen'], 'ORG': ['Defense', 'Val'], 'LOC': ['Althornia', 'Verenthia']}",8
08_answer.json,10,"{'PER': ['Alden III', 'Malric', 'Ely', 'Mal'], 'LOC': ['Eldoria']}",7,"{'PER': ['Alden III', 'Malric', 'Ely', 'Mal'], 'LOC': ['Eldoria']}",5
01_answer.json,1,"{'PER': ['Elara', 'Dorian Fell', 'Marcus Eldric', 'Marcus'], 'ORG': ['Elara', 'The Lantern Keeper'], 'LOC': ['Empire']}",18,"{'PER': ['Elara', 'Dorian Fell', 'Marcus Eldric', 'Marcus'], 'ORG': ['Elara', 'The Lantern Keeper'], 'LOC': ['Empire']}",7
01_answer.json,2,"{'PER': ['Elara Voss', 'Leo Stratton', 'Leo', 'Darius Everell', 'Elara'], 'ORG': ['Veridale', 'Elara', 'Sapphire District Project', 'Typhon Infrastructures', 'Elyria Fund', 'Ely', 'Fund'], 'LOC': ['Veridale']}",16,"{'PER': ['Elara Voss', 'Leo Stratton', 'Leo', 'Darius Everell', 'Elara'], 'ORG': ['Veridale', 'Elara', 'Sapphire District Project', 'Typhon Infrastructures', 'Elyria Fund', 'Ely', 'Fund'], 'LOC': ['Veridale']}",13
01_answer.json,3,"{'PER': ['Luca Sterling', 'Ana Kovac', 'Sterling', 'Ana', 'Tomas'], 'LOC': ['Lorendale']}",13,"{'PER': ['Luca Sterling', 'Ana Kovac', 'Sterling', 'Ana', 'Tomas'], 'LOC': ['Lorendale']}",6
01_answer.json,4,"{'PER': ['Robert', 'Bobby', 'Carrington', 'Emma Hastings', 'Emma', 'Bobby Carrington'], 'ORG': ['Silverton Chronicle', 'Silverton', 'Silver', 'State', 'Commission'], 'LOC': ['Silverton']}",15,"{'PER': ['Robert', 'Bobby', 'Carrington', 'Emma Hastings', 'Emma', 'Bobby Carrington'], 'ORG': ['Silverton Chronicle', 'Silverton', 'Silver', 'State', 'Commission'], 'LOC': ['Silverton']}",12
01_answer.json,5,"{'PER': ['Cyrus Valor', 'Cyrus', 'Amelia Shore', 'Amelia', 'Quinn'], 'LOC': ['Shadows', 'Arc', 'Arcanis']}",13,"{'PER': ['Cyrus Valor', 'Cyrus', 'Amelia Shore', 'Amelia', 'Quinn'], 'LOC': ['Shadows', 'Arc', 'Arcanis']}",8
01_answer.json,6,"{'PER': ['Aldric', 'Elara'], 'ORG': ['Council of the Wise', 'Council'], 'LOC': ['Veron', 'Veronia', 'Silverkeep']}",16,"{'PER': ['Aldric', 'Elara'], 'ORG': ['Council of the Wise', 'Council'], 'LOC': ['Veron', 'Veronia', 'Silverkeep']}",7
01_answer.json,7,"{'PER': ['Duval', 'Kai Turner', 'Turner', 'Marcus Bell', 'Rose'], 'ORG': ['Shadows', 'Unity Project', 'The', 'Veritan Voice', 'Mercurial Industries', 'Ministry of Infrastructure', 'Duval', 'Chamber'], 'LOC': ['Veritania']}",17,"{'PER': ['Duval', 'Kai Turner', 'Turner', 'Marcus Bell', 'Rose'], 'ORG': ['Shadows', 'Unity Project', 'The', 'Veritan Voice', 'Mercurial Industries', 'Ministry of Infrastructure', 'Duval', 'Chamber'], 'LOC': ['Veritania']}",14
01_answer.json,8,"{'PER': ['Alari', 'Laura Whitman', 'Whitman', 'Celia', 'Torres'], 'ORG': ['Illumina', 'Illumina Daily', 'Horizon Holdings', 'Horizon', 'Celia'], 'LOC': ['Illumina', 'Dresden']}",14,"{'PER': ['Alari', 'Laura Whitman', 'Whitman', 'Celia', 'Torres'], 'ORG': ['Illumina', 'Illumina Daily', 'Horizon Holdings', 'Horizon', 'Celia'], 'LOC': ['Illumina', 'Dresden']}",12
01_answer.json,9,"{'PER': ['Ava Lessing', 'Ava', 'Thorne'], 'ORG': [""People ' s Party"", 'Stardale', 'Elara', 'Solaris Initiative', 'National Observer'], 'LOC': ['Star', 'Stardale']}",16,"{'PER': ['Ava Lessing', 'Ava', 'Thorne'], 'ORG': [""People ' s Party"", 'Stardale', 'Elara', 'Solaris Initiative', 'National Observer'], 'LOC': ['Star', 'Stardale']}",10
01_answer.json,10,"{'PER': ['Alex The', 'Alex', 'Lila Bowen', 'Lila'], 'ORG': ['TitanCorp', 'Citizens'], 'LOC': ['Elmridge', 'Elm']}",13,"{'PER': ['Alex The', 'Alex', 'Lila Bowen', 'Lila'], 'ORG': ['TitanCorp', 'Citizens'], 'LOC': ['Elmridge', 'Elm']}",8
