json_file,story_id,ner_tagging,number_of_ner_tags
23_answer.json,3,"{'DATE': ['', ""uyu wa Gatandatu w'icyumweru g""], 'ORG': ['Kigali Heroes FC', 'Nyamirambo Titans FC'], 'LOC': ['Stade Amahoro']}",5
23_answer.json,4,"{'DATE': [""Ku wa Gatandatu w'icyumweru gishize"", 'ka'], 'LOC': ['Kigali', 'Rwanda'], 'ORG': ['Gasogi United', 'APR FC', 'ogi', 'APR'], 'PER': ['Gas', 'Mugisha Jean Paul', 'Niyonzima Olivier']}",11
23_answer.json,5,"{'LOC': ['Kigali', 'maj'], 'DATE': ['ku wa Gatandatu']}",3
23_answer.json,6,{'LOC': ['Stade Amahoro']},1
23_answer.json,7,"{'DATE': ['ku wa Gatandatu', 'kuwa 14 Ukwakira 2023'], 'LOC': ['Kigali', 'Sitade Amahoro'], 'ORG': ['Intare FC', 'Ingoma United']}",6
23_answer.json,8,{},0
23_answer.json,9,"{'LOC': ['Stade Nkunda'], 'ORG': ['Gasare FC', 'Intare United', 'VAR', 'Polisi']}",5
23_answer.json,10,"{'ORG': ['""Intare FC', '""', 'Ingogo United', 'Intare FC', ""'"", 'Polisi'], 'LOC': ['Amahoro', 'Burayi']}",8
20_answer.json,1,"{'LOC': ['Karindir', 'Kwi', 'Kwizera', 'Karindiro']}",4
20_answer.json,2,"{'LOC': ['Nyantanga', 'Nya']}",2
20_answer.json,3,"{'ORG': ['Rimaginary'], 'PER': ['Karenzi Mbogo']}",2
20_answer.json,4,{'LOC': ['Ki']},1
20_answer.json,5,"{'DATE': ['15 Ukwakira'], 'ORG': [""Minisiteri y'Umuco n'Itangazama""], 'LOC': ['A', 'bantania']}",4
20_answer.json,6,"{'LOC': ['Ki', 'gali', 'Rwanda'], 'DATE': ['15 Ukwakira'], 'PER': ['Jean-Paul Nahimana', 'Aline Uwizeye']}",6
20_answer.json,7,"{'LOC': ['Kawanzaland'], 'ORG': ['Minisiteri y’Umuco']}",2
20_answer.json,8,"{'LOC': ['Nyiraneza'], 'ORG': ['Nyiraneza Films'], 'PER': ['Mizero Samuragwa']}",3
20_answer.json,9,"{'LOC': ['Nyamirambo', 'Mataba']}",2
20_answer.json,10,"{'LOC': ['Korutanzi', 'Korutan']}",2
12_answer.json,1,{'PER': ['Kanyar']},1
12_answer.json,2,"{'ORG': [""y'Igihu""], 'PER': ['Komini Gatisibo'], 'DATE': ['1998']}",3
12_answer.json,3,"{'DATE': ['2023'], 'LOC': ['Rwamayaga', '“', 'Amajyaruguru Yambukiranya Nyabarongo'], 'PER': ['Rwamayaga']}",5
12_answer.json,4,{'LOC': ['Kijyambere']},1
12_answer.json,5,"{'LOC': ['Ki', 'Nyumundswi', 'Ny', 'munds'], 'PER': ['Nya']}",5
12_answer.json,6,{},0
12_answer.json,7,{'LOC': ['Ngirwa']},1
12_answer.json,8,"{'DATE': ['1987'], 'LOC': ['Kiremera'], 'PER': ['Kayita', 'Kay', 'Kamurinda']}",5
12_answer.json,9,"{'LOC': ['Nyamurembo', 'Kinyarur', 'Banyamwit']}",3
12_answer.json,10,"{'DATE': ['1987'], 'LOC': ['Nyamurinda', 'Kirehe']}",3
07_answer.json,1,"{'DATE': ['2022', 'kwe', 'kwa', 'Gashyantare 2023'], 'LOC': ['Karibanda'], 'PER': ['Alex Nkubito', 'Bwana Nkubito']}",7
07_answer.json,2,"{'PER': ['Karoli Nshimiyimana', 'Nshimiyimana'], 'LOC': ['Rwanda', 'Kigali', 'Ki', 'gali'], 'DATE': ['2023', '2021', 'Werurwe']}",9
07_answer.json,3,"{'DATE': [""kwezi k'Ukwakira umwaka"", '2023'], 'PER': ['Emmanuel Hakizimana', 'Bwana', 'Hakizimana']}",5
07_answer.json,4,"{'LOC': ['Munt', 'Nyamivugo', 'majyaruguru y’', 'U'], 'PER': ['Mfuranzima Mvura', 'Général', 'Mfuranzima']}",7
07_answer.json,5,"{'PER': ['Bwana Kagabo'], 'DATE': ['2020'], 'LOC': ['G', 'suku']}",4
07_answer.json,6,"{'LOC': ['Nyamirambo'], 'PER': ['Samweli Ntaganda', 'Ntaganda']}",3
07_answer.json,7,"{'DATE': ['12 Kanama 2023'], 'LOC': ['Kigali'], 'PER': ['Jean-Paul Ndashimye', 'Bwana', 'Ndashimye', 'Bwana Ndashimye', 'Alice Mukamana']}",7
07_answer.json,8,"{'PER': ['Kalisa Nduwayezu Icy', 'Kalisa Nduwayezu', 'Kalisa'], 'LOC': ['Kivu']}",4
07_answer.json,9,"{'LOC': ['Munt', 'Kigali', 'Ru'], 'DATE': ['Nyakanga', '2023', 'Mu cyumweru cya mbere cy'], 'PER': ['Bwana Innocent Nzabandora', 'Bwana Nzabandora', 'Jean Mugisha']}",9
07_answer.json,10,"{'PER': ['Jean-Claude Nshimiyimana', 'Nshimiyimana', 'Claire Mukamwezi']}",3
02_answer.json,1,"{'PER': ['Rurambiranwa', 'Iyamarwa', 'Mum', 'Du'], 'DATE': ['kwa', 'Munani umwaka ushize'], 'LOC': ['Mum', 'Kabarara'], 'ORG': ['Polisi']}",9
02_answer.json,2,"{'DATE': ['2023'], 'PER': ['Mika Ntamwumba', 'Evelyne Uwase', 'Samson Mutangan']}",4
02_answer.json,3,"{'LOC': ['Kimenyi', 'Nyamirambo'], 'DATE': ['Uyu mwaka'], 'PER': ['Bwana Mugabe', 'Niyonsenga']}",5
02_answer.json,4,"{'DATE': ['2025'], 'LOC': ['Kinyarukundo'], 'PER': ['Manzi Jean-Paul', 'Uwase Aline.', 'Manzi']}",5
02_answer.json,5,"{'LOC': ['Kiramira'], 'DATE': ['2023'], 'PER': ['Mussa Kamana', 'Immaculée Ntamuhanga', 'Mussa', 'Ntamuhanga'], 'ORG': ['PRP (', 'Parti du Renouveau Populaire']}",8
02_answer.json,6,"{'LOC': ['Nkundabandi', 'Gikundi', 'Kibiri', 'Kimiron'], 'PER': ['Katabazi']}",5
02_answer.json,7,"{'LOC': ['Heruwo', 'Ingabir'], 'DATE': ['ku ya 12 Ukwakira'], 'ORG': ['Komisiyo y’Igihugu y’Amatora'], 'PER': ['Tuvugimana Kazungu', 'me Ingabire Agnes', 'Ingabire', 'e']}",8
02_answer.json,8,"{'LOC': ['Republika ya Nyamiriyango', 'Nyamiriyango'], 'PER': ['Michel Ntibarikure', 'Robert Mugwaneza', 'Bwana Ntibarikure', 'Bwana Mugwaneza'], 'ORG': ['Demokarasi Iharanira Amahoro', 'DIA', ""Imbaraga z'Abaturage"", 'IZA'], 'DATE': ['15 Ukuboza', '16 Ukuboza']}",12
02_answer.json,9,"{'LOC': ['Karindera'], 'PER': ['Bwana Kamali', 'Kamal', 'Mada', 'Nkurikiye']}",5
02_answer.json,10,"{'LOC': ['Kayonza'], 'PER': ['Simon Mbabazi', 'Mbabazi', 'Adeline Murigande'], 'DATE': ['tora y’uyu mwaka']}",5
17_answer.json,1,"{'PER': ['Amara Ndizeye', 'Amar', 'a Ndizeye'], 'LOC': ['Rwanda', 'Kigali', 'Amerika', 'Amar']}",7
17_answer.json,2,"{'PER': ['Kiza Muntu', 'Ki', 'Kiza'], 'LOC': ['Huy', 'Rwanda', 'za']}",6
17_answer.json,3,"{'LOC': ['Ngirimata', 'Gicu'], 'PER': ['Kayizari. Kayizar', 'Kayizar', 'Kayizari']}",5
17_answer.json,4,"{'LOC': ['Kigali', 'Rwanda', 'Ki', 'furika y’Iburasirazuba'], 'PER': ['Aline Uwase', 'Aline']}",6
17_answer.json,5,"{'LOC': ['Rwanda'], 'PER': ['Kimenyi Alexis'], 'ORG': ['Afrobeat']}",3
17_answer.json,6,"{'LOC': ['Kigali', 'man', 'Nyanza', 'Ki', 'gali'], 'PER': ['Aimé Nkurunziza', 'Ai', 'mé Nkurunziza', 'Aimé', 'G', 'duye Ama'], 'DATE': ['uyu mwaka']}",12
17_answer.json,7,"{'DATE': ['Kamena 2023'], 'PER': ['Amélie A', 'Léopold Sédar Senghor', 'mélie A', 'Sean Kingston', 'Angelique Kidjo', 'Amélie Amani'], 'LOC': ['Afurika', 'Dakar', 'Senegal', ""Côte d'Ivoire"", 'Jamaica', 'Burundi'], 'ORG': ['Afrobeat']}",14
17_answer.json,8,"{'LOC': ['Kigali', 'Rwanda'], 'PER': ['Kizito Mwene Mugenzi'], 'DATE': ['kuva mu 2010,']}",4
17_answer.json,9,"{'LOC': ['Nya'], 'PER': ['Karengera Harerimana', 'Har', 'Harerimana'], 'DATE': ['Gicurasi']}",5
17_answer.json,10,"{'DATE': ['2025'], 'PER': ['Kwizera Melodie', 'Kwizera', 'Jacob Collier', 'Angelique Kidjo'], 'LOC': ['Rwanda', 'Afurika', 'Kigali'], 'ORG': ['MTV Africa Music Awards', 'MBWERA']}",10
